,pmid,author,year,title,journal,citedByNof1000
264,17404375,Day,2007,The nucleus accumbens and Pavlovian reward learning.,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry",10.0
670,21490129,Steketee,2011,Drug wanting: behavioral sensitization and relapse to drug-seeking behavior.,Pharmacological reviews,10.0
563,15087550,O'Doherty,2004,Dissociable roles of ventral and dorsal striatum in instrumental conditioning.,"Science (New York, N.Y.)",10.0
1655,24067300,Griffin,2014,Increased extracellular glutamate in the nucleus accumbens promotes excessive ethanol drinking in ethanol dependent mice.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,10.0
2259,24949967,Gunaydin,2014,Natural neural projection dynamics underlying social behavior.,Cell,10.0
2273,15146188,Rice,2004,Nicotine amplifies reward-related dopamine signals in striatum.,Nature neuroscience,10.0
10,24107968,Baliki,2013,Parceling human accumbens into putative core and shell dissociates encoding of values for reward and pain.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
114,17174602,Di Chiara,2007,Reward system and addiction: what dopamine does and doesn't do.,Current opinion in pharmacology,10.0
109,1702109,Zahm,1991,Two transpallidal pathways originating in the rat nucleus accumbens.,The Journal of comparative neurology,10.0
2204,10899176,Cornish,2002,Glutamate transmission in the nucleus accumbens mediates relapse in cocaine addiction.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
1916,25541492,Saddoris,2016,"Mesolimbic dopamine dynamically tracks, and is causally linked to, discrete aspects of value-based decision making.",Biological psychiatry,10.0
1009,25950633,Berridge,2015,Pleasure systems in the brain.,Neuron,10.0
575,25861696,Scofield,2016,Gq-DREADD Selectively Initiates Glial Glutamate Release and Inhibits Cue-induced Cocaine Seeking.,Biological psychiatry,10.0
210,25383518,Dias,2015,β-catenin mediates stress resilience through Dicer1/microRNA regulation.,Nature,10.0
68,27337658,Soares-Cunha,2018,Activation of D2 dopamine receptor-expressing neurons in the nucleus accumbens increases motivation.,Nature communications,10.0
1784,21173236,Moussawi,2011,Reversing cocaine-induced synaptic potentiation provides enduring protection from relapse.,Proceedings of the National Academy of Sciences of the United States of America,10.0
2342,12445717,Di Chiara,2003,Nucleus accumbens shell and core dopamine: differential role in behavior and addiction.,Behavioural brain research,10.0
2878,18278040,Anderson,2008,CaMKII: a biochemical bridge linking accumbens dopamine and glutamate systems in cocaine seeking.,Nature neuroscience,10.0
523,12897785,Floresco,2003,Afferent modulation of dopamine neuron firing differentially regulates tonic and phasic dopamine transmission.,Nature neuroscience,10.0
641,28123012,Smith,2017,Accumbens nNOS Interneurons Regulate Cocaine Relapse.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
1798,18945913,Famous,2008,Phosphorylation-dependent trafficking of GluR2-containing AMPA receptors in the nucleus accumbens plays a critical role in the reinstatement of cocaine seeking.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
3005,22072694,Larson,2012,Overexpression of CREB in the nucleus accumbens shell increases cocaine reinforcement in self-administering rats.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
854,17618281,Graham,2007,Dynamic BDNF activity in nucleus accumbens with cocaine use increases self-administration and relapse.,Nature neuroscience,10.0
750,2479133,Albin,1989,The functional anatomy of basal ganglia disorders.,Trends in neurosciences,10.0
2125,19261883,Shen,2009,Altered dendritic spine plasticity in cocaine-withdrawn rats.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
3242,21613494,Xia,2011,Nucleus accumbens medium spiny neurons target non-dopaminergic neurons in the ventral tegmental area.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
1408,22445345,van Zessen,2012,Activation of VTA GABA neurons disrupts reward consumption.,Neuron,10.0
99,9630528,Usuda,1998,Efferent projections of the nucleus accumbens in the rat with special reference to subdivision of the nucleus: biotinylated dextran amine study.,Brain research,10.0
3082,22153370,Witten,2012,"Recombinase-driver rat lines: tools, techniques, and optogenetic application to dopamine-mediated reinforcement.",Neuron,10.0
1357,16520736,Dong,2006,CREB modulates excitability of nucleus accumbens neurons.,Nature neuroscience,10.0
1265,25952660,Bagot,2016,Ventral hippocampal afferents to the nucleus accumbens regulate susceptibility to depression.,Nature communications,10.0
1291,21144997,Bromberg-Martin,2011,"Dopamine in motivational control: rewarding, aversive, and alerting.",Neuron,10.0
90,16399690,Taha,2006,Inhibitions of nucleus accumbens neurons encode a gating signal for reward-directed behavior.,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.0
842,23745104,Chandra,2013,Optogenetic inhibition of D1R containing nucleus accumbens neurons alters cocaine-mediated regulation of Tiam1.,Frontiers in molecular neuroscience,9.0
852,19013281,Heiman,2008,A translational profiling approach for the molecular characterization of CNS cell types.,Cell,9.0
1670,18524910,Peters,2008,Infralimbic prefrontal cortex is responsible for inhibiting cocaine seeking in extinguished rats.,The Journal of neuroscience : the official journal of the Society for Neuroscience,9.0
2185,12402102,Shaham,2003,"The reinstatement model of drug relapse: history, methodology and major findings.",Psychopharmacology,9.0
1818,15908948,Goto,2005,Dopaminergic modulation of limbic and cortical drive of nucleus accumbens in goal-directed behavior.,Nature neuroscience,9.0
1658,22733786,Warner-Schmidt,2012,Cholinergic interneurons in the nucleus accumbens regulate depression-like behavior.,Proceedings of the National Academy of Sciences of the United States of America,9.0
340,23486954,Abrahao,2013,Locomotor sensitization to ethanol impairs NMDA receptor-dependent synaptic plasticity in the nucleus accumbens and increases ethanol self-administration.,The Journal of neuroscience : the official journal of the Society for Neuroscience,9.0
2028,11978804,Kelley,2002,The neuroscience of natural rewards: relevance to addictive drugs.,The Journal of neuroscience : the official journal of the Society for Neuroscience,9.0
2070,23064228,Lammel,2013,Input-specific control of reward and aversion in the ventral tegmental area.,Nature,9.0
2468,10938432,Zhang,2000,Enhanced intake of high-fat food following striatal mu-opioid stimulation: microinjection mapping and fos expression.,Neuroscience,9.0
336,24463000,Ford,2018,The role of D2-autoreceptors in regulating dopamine neuron activity and transmission.,Neuroscience,9.0
3723,18626092,Lex,2008,Dopamine D1 and D2 receptors in the nucleus accumbens core and shell mediate Pavlovian-instrumental transfer.,"Learning & memory (Cold Spring Harbor, N.Y.)",9.0
682,26858215,Wook Koo,2017,Essential Role of Mesolimbic Brain-Derived Neurotrophic Factor in Chronic Social Stress-Induced Depressive Behaviors.,Biological psychiatry,9.0
2340,15138757,Fuchs,2005,Differential involvement of the core and shell subregions of the nucleus accumbens in conditioned cue-induced reinstatement of cocaine seeking in rats.,Psychopharmacology,9.0
323,25664911,Zhang,2015,Dopaminergic and glutamatergic microdomains in a subset of rodent mesoaccumbens axons.,Nature neuroscience,9.0
685,24025838,Dölen,2013,Social reward requires coordinated activity of nucleus accumbens oxytocin and serotonin.,Nature,9.0
1778,22084102,Shen,2012,Heroin relapse requires long-term potentiation-like plasticity mediated by NMDA2b-containing receptors.,Proceedings of the National Academy of Sciences of the United States of America,9.0
278,11846609,Livak,2002,Analysis of relative gene expression data using real-time quantitative PCR and the 2(-Delta Delta C(T)) Method.,"Methods (San Diego, Calif.)",9.0
1954,16553795,Day,2006,Nucleus accumbens neurons encode Pavlovian approach behaviors: evidence from an autoshaping paradigm.,The European journal of neuroscience,9.0
1769,23671067,Gipson,2013,Reinstatement of nicotine seeking is mediated by glutamatergic plasticity.,Proceedings of the National Academy of Sciences of the United States of America,9.0
1957,15044531,Yun,2004,The ventral tegmental area is required for the behavioral and nucleus accumbens neuronal firing responses to incentive cues.,The Journal of neuroscience : the official journal of the Society for Neuroscience,9.0
2544,23894345,Wang,2014,Effects of length of abstinence on decision-making and craving in methamphetamine abusers.,PloS one,9.0
2159,16341024,Bossert,2006,Activation of group II metabotropic glutamate receptors in the nucleus accumbens shell attenuates context-induced relapse to heroin seeking.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,9.0
2555,20817135,Bedi,2011,Incubation of cue-induced cigarette craving during abstinence in human smokers.,Biological psychiatry,9.0
292,20709161,Grove-Strawser,2011,Membrane estrogen receptors activate the metabotropic glutamate receptors mGluR5 and mGluR3 to bidirectionally regulate CREB phosphorylation in female rat striatal neurons.,Neuroscience,9.0
848,21289199,Dobi,2011,Cocaine-induced plasticity in the nucleus accumbens is cell specific and develops without prolonged withdrawal.,The Journal of neuroscience : the official journal of the Society for Neuroscience,9.0
2094,21653852,Yamaguchi,2011,Mesocorticolimbic glutamatergic pathway.,The Journal of neuroscience : the official journal of the Society for Neuroscience,9.0
1225,16242410,Kumar,2006,Chromatin remodeling is a key mechanism underlying cocaine-induced plasticity in striatum.,Neuron,9.0
880,26595651,Hamid,2016,Mesolimbic dopamine signals the value of work.,Nature neuroscience,9.0
1445,26290234,Saddoris,2015,Differential Dopamine Release Dynamics in the Nucleus Accumbens Core and Shell Reveal Complementary Signals for Error Prediction and Incentive Motivation.,The Journal of neuroscience : the official journal of the Society for Neuroscience,9.0
896,23261404,Richard,2014,Mapping brain circuits of reward and motivation: in the footsteps of Ann Kelley.,Neuroscience and biobehavioral reviews,9.0
1545,24088811,Cruz,2013,New technologies for examining the role of neuronal ensembles in drug addiction and fear.,Nature reviews. Neuroscience,9.0
1112,9457173,Missale,1998,Dopamine receptors: from structure to function.,Physiological reviews,9.0
2919,19794408,Flagel,2010,An animal model of genetic vulnerability to behavioral disinhibition and responsiveness to reward-related cues: implications for addiction.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,9.0
